BUV395,LiveDeadBlue,GhostUV450,AF350,BUV496,BUV563,BUV615,BUV661,BUV737,BUV805,BV421,AF405,SB436,eFluor450,GhostV450,VioBlue,BV480,eFluor506,GhostV510,BV510,V500,LiveDeadAqua,BV570,cFluorYG584,SB600,BV605,BV650,SB645,SB702,BV711,BV750,BV786,BV785,SB780,BB515,NovaBlue510,FITC,AF488,NovaBlue530,NovaBlue555,SparkBlue550,AF532,NovaYellow570,NorthernLights557,PE,NovaBlue585,NovaYellow590,PE-eFluor610,PE-Dazzle594,PE-TexasRed,BB630,PE-CF594,NovaBlue610-30S,NovaYellow610,NovaBlue610-70S,PE-Vio615,PE-AF610,PE-Fire640,NovaBlue660-120S,PE-Cy5,PerCP,PerCP-Cy5.5,PE-Cy5.5,NovaYellow700,BB700,PE-Fire700,PerCP-Vio700,PerCP-eFluor710,PE-AF700,BB755,PE-Cy7,PE-Vio770,PE-Fire810,APC,NovaRed660,NovaYellow660,NovaBlue660-40S,AF647,eFluor660,DyLight650,SparkNIR685,NovaRed685,NovaYellow690,AF660,APC-Cy5.5,NovaRed700,APC-R700,AF700,R718,NovaRed710,GhostR710,AF750,APC-Vio770,APC-Cy7,APC-eFluor780,APC-H7,APC-Fire750,GhostR780,DyLight800,APC-Fire810,AfHuLym,AfHuLymICS,AfHuLymICSuv7
0.0,0.0,0.0,0.01,0.0,0.05,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.25,0.21,0.18,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011,0.0,0.0,0.0,0.0045000000000000005,0.0,0.01,0.159999999999999,0.17,0.08,0.026600000000000002,0.4793,0.39,0.39,0.43,0.19,0.42,0.17,0.39,0.0917,0.71,1.0,1.0,0.0541,0.8,0.07,0.06,0.06,0.044500000000000005,0.01,0.02,0.03,0.01,0.02,0.0,0.0,0.0,0.02124883227805869,0.55,0.1475,1.0,0.08,0.11,0.1,0.1,0.02,0.026699999999999998,0.11349999999999999,0.03,0.03,0.0104,0.01,0.0,0.02,0.0091,0.01,0.02,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.03,0.26,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.13,0.12,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,0.001,0.0,0.0,0.11,0.11,0.05,0.0197,0.284,0.23,0.29,0.33,0.13,0.35,0.13999999999999901,0.3,0.07150000000000001,0.5,0.62,0.55,0.052000000000000005,1.0,0.66,0.5,0.3,0.20679999999999998,0.05,0.15,0.22,0.09,0.03,0.0,0.0,0.0,0.01604412876822017,0.37,0.1191,0.99,0.08,0.15,0.15,0.19,0.08,0.0679,0.5254,0.13,0.09,0.0304,0.03,0.01,0.02,0.0144,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02
0.0,0.0,0.0,0.01,0.0,0.02,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.09,0.09,0.11,0.08,0.03,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.001,0.0,0.0,0.08,0.08,0.04,0.0126,0.1883,0.14,0.21,0.26,0.08,0.28,0.1,0.22,0.0533,0.42,0.6,0.43,0.0292,0.62,0.27,0.57,0.84,0.6557999999999999,0.11,0.63,0.37,0.26,0.19,0.0,0.0,0.0,0.022983733448004865,0.17,0.08689999999999999,0.57,0.0399999999999999,0.09,0.1,0.16,0.13,0.10210000000000001,1.0,0.31,0.26,0.08800000000000001,0.14,0.05,0.04,0.051100000000000007,0.1,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02
0.0,0.0,0.0,0.01,0.0,0.02,0.16,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.12,0.1,0.09,0.16,0.16,0.11,0.0,0.0,0.0,0.0,0.0,-0.0007000000000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.0699999999999998,0.07,0.03,0.0146,0.2145,0.13,0.18,0.21,0.07,0.22,0.08,0.179999999999999,0.0453,0.39,0.61,0.59,0.0256,0.61,0.18,0.72,1.0,1.0,0.12,1.0,0.84,0.83,1.0,0.01,0.01,0.01,0.02925606844704103,0.23,0.1011,0.49,0.0399999999999999,0.08,0.09,0.15,0.1,0.0966,0.9357,0.42,0.33,0.135,0.42,0.25,0.16,0.16510000000000002,0.23,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.02
0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.04,0.03,0.05,0.05,0.04,0.02,0.01,0.01,0.0,0.0,-0.0005,0.0,0.0,0.0,0.001,0.0,0.0,0.0299999999999999,0.03,0.01,0.0064,0.0818,0.04,0.07,0.08,0.03,0.09,0.0299999999999999,0.0699999999999998,0.0172,0.14,0.19,0.22,0.0129,0.28,0.15,0.28,0.35,0.19829999999999998,0.04,0.32,0.31,0.26,0.44,0.05,0.23,0.23,0.024970714275122704,0.12,0.042800000000000005,0.239999999999999,0.0199999999999999,0.04,0.04,0.08,0.04,0.0346,0.2332,0.15,0.11,0.0271,0.13,0.1,0.08,0.0571,0.08,0.04,0.06,0.06,0.05,0.03,0.05,0.02,0.0,0.01,0.02,0.02,0.02
0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.02,0.02,0.0,-0.0005,0.0,0.0,0.0,-0.0015,0.0,0.0,0.0199999999999999,0.02,0.01,0.0051,0.050199999999999995,0.03,0.04,0.05,0.01,0.06,0.0199999999999999,0.0399999999999999,0.0121,0.09,0.13,0.14,0.0073,0.15,0.04,0.21,0.32,0.1048,0.04,0.29,0.25,0.21,0.26,0.05,1.0,1.0,0.3170420676463174,0.05,0.0282,0.11999999999999901,0.00999999999999998,0.02,0.02,0.05,0.03,0.031,0.1394,0.1,0.1,0.015,0.09,0.06,0.06,0.0416,0.05,0.15,0.25,0.24,0.24,0.2,0.26,0.09,0.06,0.06,0.02,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.0,-0.0002,0.0,0.0,0.0,0.002,0.0,0.0,0.00999999999999998,0.01,0.0,0.0025,0.026000000000000002,0.01,0.02,0.02,0.01,0.02,0.00999999999999998,0.0199999999999999,0.0051,0.04,0.06,0.08,0.0031,0.07,0.02,0.09,0.13,0.0409,0.02,0.14,0.13,0.12,0.14,0.02,0.53,0.53,1.0,0.03,0.0131,0.049999999999999906,0.0,0.01,0.01,0.03,0.01,0.0127,0.054400000000000004,0.04,0.04,0.0059,0.04,0.03,0.04,0.026000000000000002,0.02,0.08,0.13,0.13,0.16,0.15,0.18,0.06,0.11,0.24,0.02,0.02,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.03,0.11,0.5502,0.14,0.04,0.03,0.0,0.006,0.04,0.0,0.02,0.01,0.0,0.0,0.0,0.0,-2.9656430255490146e-05,1.0,0.8751000000000001,0.43,0.789999999999999,0.53,0.5,0.44,0.14,0.17850000000000002,0.0212,0.08,0.09,0.0768,0.03,0.0,0.01,0.0812,0.03,0.05,0.04,0.02,0.05,0.01,0.02,0.0,0.0,0.03,0.04,0.04,0.027017808632659224
0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.12,0.03,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0025,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.03,0.1,0.7087,0.24,0.22,0.23,0.04,0.0626,0.22,0.05,0.11,0.06,0.0,0.0,0.0,0.0,0.0005041593143433325,0.92,1.0,0.539999999999999,1.0,1.0,1.0,1.0,0.7,0.6201,0.1959,0.44,0.38,0.3136,0.12,0.04,0.05,0.179,0.17,0.08,0.03,0.02,0.04,0.01,0.01,0.0,0.0,0.03,0.04,0.04,0.03277995774222758
0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.45,0.14,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.03,0.09,0.4033,0.17,0.08,0.36,0.1,0.22,0.44,0.18,0.28,0.26,0.03,0.0,0.0,0.0,0.0017200729548184285,0.57,0.8388,0.33,0.63,0.72,0.78,0.89,1.0,1.0,0.3996,1.0,1.0,1.0,0.58,0.33,0.33,0.7212000000000001,0.64,0.06,0.02,0.01,0.03,0.0,0.01,0.0,0.0,0.02,0.05,0.05,0.028246302444913975
0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.45,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.51,0.28,0.01,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0013,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.02,0.09,0.2463,0.11,0.04,0.31,0.08,0.1696,0.32,0.18,0.42,0.48,0.09,0.03,0.0,0.0,0.0016755883094351934,0.47,0.6141,0.189999999999999,0.359999999999999,0.44,0.48,0.6,0.54,0.5904,0.22089999999999999,0.86,0.81,0.7908,1.0,1.0,1.0,1.0,1.0,0.05,0.02,0.02,0.03,0.01,0.01,0.01,0.0,0.02,0.04,0.04,0.032357380018110476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.28,0.19,0.05,0.01,0.01,0.0,0.0,-0.0007000000000000001,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0012,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.01,0.06,0.20440000000000003,0.09,0.05,0.18,0.04,0.0635,0.2,0.1,0.27,0.3,0.08,0.11,0.0,0.0,0.0010528032740699002,0.45,0.4304,0.159999999999999,0.3,0.35,0.37,0.52,0.35,0.309,0.09210000000000002,0.52,0.45,0.3064,0.66,0.86,0.88,0.6602,0.62,0.09,0.07,0.06,0.05,0.03,0.04,0.03,0.0,0.02,0.03,0.03,0.024144280108662843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.17,0.11,0.08,0.03,0.03,0.02,0.0,-0.0002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.01,0.03,0.1139,0.05,0.03,0.13,0.03,0.026600000000000002,0.14,0.06,0.17,0.15,0.04,0.16,0.03,0.03,0.0024466554960779372,0.24,0.252,0.09,0.17,0.21,0.23,0.37,0.28,0.2451,0.048499999999999995,0.32,0.33,0.13140000000000002,0.33,0.39,0.45,0.3319,0.3,0.39,0.35,0.35,0.29,0.25,0.3,0.25,0.06,0.04,0.03,0.03,0.021684274071838216
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.2,0.11,0.06,0.06,0.07,0.07,0.0,-0.0002,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.03,0.0788,0.04,0.01,0.12,0.03,0.0222,0.14,0.07,0.18,0.17,0.03,0.15,0.08,0.09,0.02194575838906271,0.15,0.2113,0.0599999999999998,0.11,0.15,0.17,0.31,0.23,0.24489999999999998,0.0404,0.27,0.35,0.1103,0.29,0.32,0.5,0.3858,0.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74,0.37,0.03,0.03,0.03398732266827648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09,0.05,0.03,0.03,0.03,0.03,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0346,0.02,0.0,0.05,0.01,0.0079,0.06,0.03,0.09,0.08,0.02,0.07,0.04,0.04,0.04810272987440502,0.08,0.0922,0.0299999999999999,0.049999999999999906,0.06,0.08,0.14,0.09,0.08789999999999999,0.0146,0.11,0.15,0.04,0.13,0.16,0.32,0.20170000000000002,0.11,0.43,0.46,0.47,0.56,0.59,0.56,0.55,1.0,1.0,0.02,0.02,0.024965288258376093
